provider,company_id,created_at,device,indicator_id,affected_service,latitude,longitude,city_id,country_id,source,asn,provider_id,zip,city,state
spectrum,20024,2026-02-25T21:45:13+00:00,desktop,11,Broadband Internet,47.61,-122.33,5809844.0,89,ip,211192.0,25973.0,98101,Seattle,WA
spectrum,20024,2026-02-25T21:47:29+00:00,desktop,11,Broadband Internet,34.03,-118.47,5393212.0,89,ip,20001.0,38177.0,90404,Santa Monica,CA
spectrum,20024,2026-02-25T21:48:38+00:00,desktop,11,Broadband Internet,43.0,-88.22,5278052.0,89,ip,10796.0,38177.0,53186,Waukesha,WI
spectrum,20024,2026-02-25T21:48:49+00:00,tablet,11,Broadband Internet,46.3,-94.21,5019116.0,89,device,20115.0,38177.0,56401,Brainerd,MN
spectrum,20024,2026-02-25T21:48:50+00:00,mobile,7,TV Streaming,30.44,-97.68,4671654.0,89,ip,7018.0,13.0,78728,Austin,TX
spectrum,20024,2026-02-25T21:49:56+00:00,mobile,11,Broadband Internet,38.8,-90.68,7206436.0,89,device,20115.0,38177.0,63366,O Fallon,MO
spectrum,20024,2026-02-25T21:50:26+00:00,mobile,11,Broadband Internet,40.82,-73.96,5145066.0,89,device,6167.0,14.0,10027,New York,NY
spectrum,20024,2026-02-25T21:51:30+00:00,mobile,8,Mobile Internet,34.9,-80.55,4479946.0,89,ip,6167.0,14.0,28112,Monroe,NC
spectrum,20024,2026-02-25T21:52:39+00:00,desktop,11,Broadband Internet,27.91,-82.75,4161580.0,89,ip,33363.0,38177.0,33771,Largo,FL
spectrum,20024,2026-02-25T21:52:53+00:00,mobile,8,Mobile Internet,38.24,-85.62,4299276.0,89,device,10796.0,56904.0,40222,Louisville,KY
spectrum,20024,2026-02-25T21:53:15+00:00,mobile,11,Broadband Internet,35.03,-85.15,4612862.0,89,ip,6167.0,14.0,37421,Chattanooga,TN
spectrum,20024,2026-02-25T21:54:20+00:00,mobile,8,Mobile Internet,33.9,-117.3,5387878.0,89,device,6167.0,14.0,92508,Riverside,CA
spectrum,20024,2026-02-25T21:54:52+00:00,mobile,7,TV Streaming,29.38,-98.4,4726206.0,89,ip,21928.0,16.0,78222,San Antonio,TX
spectrum,20024,2026-02-25T21:54:55+00:00,mobile,641,WiFi,41.64,-83.37,5165734.0,89,device,10796.0,38177.0,43616,Oregon,OH
spectrum,20024,2026-02-25T21:55:28+00:00,desktop,119,Billing,40.76,-73.99,5128581.0,89,ip,3456.0,38177.0,10036,New York,NY
spectrum,20024,2026-02-25T21:56:54+00:00,mobile,11,Broadband Internet,40.8,-73.95,5128581.0,89,ip,21928.0,16.0,10026,New York,NY
spectrum,20024,2026-02-25T21:57:21+00:00,mobile,641,WiFi,32.91,-96.73,4684888.0,89,ip,21928.0,16.0,75243,Dallas,TX
spectrum,20024,2026-02-25T21:58:48+00:00,mobile,641,WiFi,48.2,-114.3,5660340.0,89,device,33588.0,38177.0,59901,Kalispell,MT
spectrum,20024,2026-02-25T21:59:28+00:00,desktop,641,WiFi,36.12,-78.69,4462446.0,89,ip,11426.0,38177.0,27522,Creedmoor,NC
spectrum,20024,2026-02-25T22:00:18+00:00,mobile,641,WiFi,28.86,-82.54,4159071.0,89,device,21928.0,16.0,34429,Crystal River,FL
spectrum,20024,2026-02-25T22:01:12+00:00,mobile,11,Broadband Internet,38.84,-91.0,4386970.0,89,device,6167.0,14.0,63348,Foristell,MO
spectrum,20024,2026-02-25T22:01:14+00:00,mobile,11,Broadband Internet,39.94,-82.85,4509177.0,89,device,10796.0,38177.0,43232,Columbus,OH
spectrum,20024,2026-02-25T22:01:16+00:00,mobile,641,WiFi,32.69,-114.68,5322053.0,89,device,6167.0,14.0,85364,Yuma,AZ
spectrum,20024,2026-02-25T22:02:11+00:00,mobile,11,Broadband Internet,38.84,-91.0,4386970.0,89,device,6167.0,14.0,63348,Foristell,MO
spectrum,20024,2026-02-25T22:02:51+00:00,desktop,8,Mobile Internet,34.13,-118.21,5368361.0,89,ip,20001.0,38177.0,90041,Los Angeles,CA
spectrum,20024,2026-02-25T22:04:51+00:00,mobile,11,Broadband Internet,29.45,-98.65,4726206.0,89,ip,6167.0,14.0,78251,San Antonio,TX
spectrum,20024,2026-02-25T22:06:01+00:00,mobile,641,WiFi,42.58,-87.82,5258393.0,89,device,7018.0,13.0,53140,Kenosha,WI
spectrum,20024,2026-02-25T22:06:06+00:00,mobile,641,WiFi,35.28,-80.76,4460243.0,89,ip,6167.0,14.0,28213,Charlotte,NC
spectrum,20024,2026-02-25T22:06:08+00:00,mobile,11,Broadband Internet,46.59,-120.53,5816605.0,89,ip,20115.0,38177.0,98902,Yakima,WA
spectrum,20024,2026-02-25T22:06:18+00:00,mobile,641,WiFi,41.28,-82.38,5175531.0,89,device,7018.0,13.0,44889,Wakeman,OH
spectrum,20024,2026-02-25T22:07:44+00:00,mobile,8,Mobile Internet,32.78,-96.87,4684888.0,89,ip,7018.0,13.0,75212,Dallas,TX
spectrum,20024,2026-02-25T22:08:46+00:00,mobile,11,Broadband Internet,34.12,-117.29,5391710.0,89,device,7018.0,13.0,92410,San Bernardino,CA
spectrum,20024,2026-02-25T22:09:28+00:00,mobile,11,Broadband Internet,33.54,-84.24,4224681.0,89,device,21928.0,16.0,30281,Stockbridge,GA
spectrum,20024,2026-02-25T22:09:41+00:00,mobile,7,TV Streaming,33.15,-117.34,5334223.0,89,device,20001.0,38177.0,92008,Carlsbad,CA
spectrum,20024,2026-02-25T22:10:24+00:00,mobile,641,WiFi,41.59,-73.97,5126055.0,89,device,21928.0,16.0,12542,Marlboro,NY
spectrum,20024,2026-02-25T22:10:24+00:00,mobile,641,WiFi,35.99,-80.02,4471025.0,89,device,54113.0,118997.0,27265,High Point,NC
spectrum,20024,2026-02-25T22:10:55+00:00,mobile,11,Broadband Internet,33.96,-118.11,5343858.0,89,device,13335.0,118997.0,90240,Downey,CA
spectrum,20024,2026-02-25T22:10:59+00:00,mobile,11,Broadband Internet,29.52,-98.35,4726206.0,89,device,11427.0,38177.0,78239,San Antonio,TX
spectrum,20024,2026-02-25T22:11:23+00:00,mobile,11,Broadband Internet,34.13,-86.82,4057835.0,89,device,7018.0,13.0,35077,Hanceville,AL
spectrum,20024,2026-02-25T22:12:17+00:00,mobile,641,WiFi,32.95,-96.65,4693003.0,89,device,21928.0,16.0,75040,Garland,TX
spectrum,20024,2026-02-25T22:12:24+00:00,mobile,8,Mobile Internet,34.02,-118.16,5368361.0,89,ip,21928.0,16.0,90022,Los Angeles,CA
spectrum,20024,2026-02-25T22:12:42+00:00,mobile,12,TV,40.85,-73.94,5128581.0,89,ip,7018.0,13.0,10033,New York,NY
spectrum,20024,2026-02-25T22:12:53+00:00,desktop,11,Broadband Internet,45.62,-111.03,5641727.0,89,device,33588.0,38177.0,59715,Bozeman,MT
spectrum,20024,2026-02-25T22:13:26+00:00,desktop,11,Broadband Internet,37.53,-122.25,5386834.0,89,ip,7018.0,126384.0,94065,Redwood City,CA
spectrum,20024,2026-02-25T22:13:34+00:00,desktop,11,Broadband Internet,42.82,-83.28,5004817.0,89,ip,20115.0,38177.0,48371,Oxford,MI
spectrum,20024,2026-02-25T22:13:36+00:00,mobile,641,WiFi,35.18,-80.85,4460243.0,89,ip,7018.0,13.0,28209,Charlotte,NC
spectrum,20024,2026-02-25T22:13:42+00:00,mobile,641,WiFi,42.74,-78.13,5143282.0,89,device,6167.0,14.0,14569,Warsaw,NY
spectrum,20024,2026-02-25T22:13:55+00:00,mobile,11,Broadband Internet,34.01,-118.26,5368361.0,89,ip,6167.0,14.0,90011,Los Angeles,CA
spectrum,20024,2026-02-25T22:14:01+00:00,mobile,81,Voice Calls,40.02,-83.01,4509177.0,89,ip,7018.0,13.0,43202,Columbus,OH
spectrum,20024,2026-02-25T22:14:02+00:00,mobile,11,Broadband Internet,42.29,-71.24,4945055.0,89,ip,54113.0,118997.0,2494,Needham Heights,MA
spectrum,20024,2026-02-25T22:14:07+00:00,mobile,11,Broadband Internet,44.76,-85.58,5012495.0,89,device,6167.0,14.0,49686,Traverse City,MI
spectrum,20024,2026-02-25T22:14:08+00:00,mobile,7,TV Streaming,39.62,-119.72,5512862.0,89,device,6167.0,14.0,89436,Sparks,NV
spectrum,20024,2026-02-25T22:14:27+00:00,mobile,641,WiFi,35.26,-81.21,4467732.0,89,device,21928.0,16.0,28052,Gastonia,NC
spectrum,20024,2026-02-25T22:14:50+00:00,mobile,11,Broadband Internet,33.13,-80.11,4597919.0,89,device,54113.0,118997.0,29486,,
spectrum,20024,2026-02-25T22:16:54+00:00,mobile,641,WiFi,33.13,-80.11,4597919.0,89,device,13335.0,118997.0,29486,,
spectrum,20024,2026-02-25T22:17:29+00:00,mobile,11,Broadband Internet,38.8,-90.34,4386802.0,89,ip,7018.0,126384.0,63031,Florissant,MO
spectrum,20024,2026-02-25T22:17:37+00:00,mobile,641,WiFi,33.74,-117.02,5356277.0,89,ip,20001.0,38177.0,92545,Hemet,CA
spectrum,20024,2026-02-25T22:17:39+00:00,mobile,11,Broadband Internet,38.84,-90.97,4386970.0,89,device,21928.0,16.0,63348,Foristell,MO
spectrum,20024,2026-02-25T22:18:31+00:00,mobile,11,Broadband Internet,40.76,-73.95,5128581.0,89,ip,12271.0,38177.0,,,
spectrum,20024,2026-02-25T22:18:56+00:00,mobile,641,WiFi,39.24,-84.55,4508722.0,89,ip,21928.0,16.0,45231,Cincinnati,OH
spectrum,20024,2026-02-25T22:19:10+00:00,mobile,11,Broadband Internet,34.09,-117.98,5325866.0,89,device,21928.0,16.0,91706,Baldwin Park,CA
spectrum,20024,2026-02-25T22:19:39+00:00,mobile,641,WiFi,34.05,-118.24,5368361.0,89,ip,62240.0,121502.0,90012,Los Angeles,CA
spectrum,20024,2026-02-25T22:20:07+00:00,mobile,641,WiFi,26.27,-98.25,4709796.0,89,device,21928.0,16.0,78504,Mcallen,TX
spectrum,20024,2026-02-25T22:22:00+00:00,mobile,11,Broadband Internet,29.75,-95.36,4699066.0,89,ip,212238.0,142277.0,77003,Houston,TX
spectrum,20024,2026-02-25T22:22:52+00:00,mobile,641,WiFi,35.25,-80.77,4460243.0,89,device,21928.0,16.0,28215,Charlotte,NC
spectrum,20024,2026-02-25T22:23:07+00:00,mobile,8,Mobile Internet,35.23,-80.84,4460243.0,89,ip,54113.0,118997.0,28202,Charlotte,NC
spectrum,20024,2026-02-25T22:23:28+00:00,mobile,641,WiFi,30.12,-97.42,4672576.0,89,device,20057.0,13.0,78602,Bastrop,TX
spectrum,20024,2026-02-25T22:23:42+00:00,mobile,641,WiFi,36.09,-85.43,4615145.0,89,device,6167.0,14.0,38506,Cookeville,TN
spectrum,20024,2026-02-25T22:25:38+00:00,mobile,641,WiFi,40.84,-73.94,5145066.0,89,device,9009.0,142277.0,10032,New York,NY
spectrum,20024,2026-02-25T22:26:24+00:00,mobile,641,WiFi,30.12,-97.42,4672576.0,89,device,7018.0,13.0,78602,Bastrop,TX
spectrum,20024,2026-02-25T22:27:23+00:00,mobile,11,Broadband Internet,30.52,-97.67,4724129.0,89,ip,11427.0,38177.0,78664,Round Rock,TX
spectrum,20024,2026-02-25T22:27:41+00:00,mobile,12,TV,40.96,-81.53,5145476.0,89,device,10796.0,38177.0,44319,Akron,OH
spectrum,20024,2026-02-25T22:28:19+00:00,mobile,641,WiFi,27.93,-82.36,4174757.0,89,device,6167.0,14.0,33619,Tampa,FL
spectrum,20024,2026-02-25T22:28:44+00:00,mobile,11,Broadband Internet,38.66,-90.58,,89,ip,7018.0,13.0,63005,Chesterfield,MO
spectrum,20024,2026-02-25T22:29:58+00:00,mobile,641,WiFi,34.06,-118.29,4330650.0,89,device,6167.0,14.0,90005,Los Angeles,CA
spectrum,20024,2026-02-25T22:30:14+00:00,mobile,11,Broadband Internet,33.73,-117.84,5404119.0,89,device,21928.0,16.0,92705,Santa Ana,CA
spectrum,20024,2026-02-25T22:30:47+00:00,mobile,641,WiFi,43.11,-88.35,5255640.0,89,device,6167.0,14.0,53029,Hartland,WI
spectrum,20024,2026-02-25T22:31:23+00:00,mobile,874,Mobile signal,33.59,-86.95,4829588.0,89,device,6167.0,14.0,35005,Adamsville,AL
spectrum,20024,2026-02-25T22:32:51+00:00,mobile,641,WiFi,30.19,-97.99,4671654.0,89,device,11427.0,38177.0,78737,Austin,TX
spectrum,20024,2026-02-25T22:33:09+00:00,mobile,641,WiFi,32.54,-85.89,4092853.0,89,ip,6167.0,14.0,36078,Tallassee,AL
spectrum,20024,2026-02-25T22:33:36+00:00,mobile,11,Broadband Internet,39.85,-85.97,4259418.0,89,ip,6167.0,14.0,46235,Indianapolis,IN
spectrum,20024,2026-02-25T22:34:00+00:00,mobile,11,Broadband Internet,33.96,-118.11,5343858.0,89,device,13335.0,118997.0,90240,Downey,CA
spectrum,20024,2026-02-25T22:34:45+00:00,mobile,7,TV Streaming,41.87,-72.26,4845841.0,89,device,20115.0,38177.0,6279,Willington,CT
spectrum,20024,2026-02-25T22:35:11+00:00,mobile,641,WiFi,33.5,-86.88,4049979.0,89,ip,21928.0,16.0,35208,Birmingham,AL
spectrum,20024,2026-02-25T22:35:53+00:00,mobile,11,Broadband Internet,36.17,-115.14,,89,ip,7018.0,13.0,89101,Las Vegas,NV
spectrum,20024,2026-02-25T22:36:41+00:00,mobile,641,WiFi,43.05,-76.19,5140405.0,89,device,6167.0,14.0,13204,Syracuse,NY
spectrum,20024,2026-02-25T22:36:43+00:00,mobile,641,WiFi,29.44,-98.43,4726206.0,89,device,7018.0,13.0,78219,San Antonio,TX
spectrum,20024,2026-02-25T22:37:15+00:00,mobile,11,Broadband Internet,32.48,-86.36,4076239.0,89,device,21928.0,16.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:37:21+00:00,mobile,11,Broadband Internet,33.75,-84.39,,89,ip,20057.0,13.0,30303,Atlanta,GA
spectrum,20024,2026-02-25T22:37:53+00:00,mobile,641,WiFi,21.35,-157.87,5856195.0,89,ip,7018.0,13.0,96819,Honolulu,HI
spectrum,20024,2026-02-25T22:37:54+00:00,mobile,8,Mobile Internet,28.47,-81.56,4178501.0,89,device,6167.0,14.0,34786,Windermere,FL
spectrum,20024,2026-02-25T22:38:07+00:00,desktop,641,WiFi,41.32,-81.35,5146233.0,89,ip,31777.0,8540.0,44202,Aurora,OH
spectrum,20024,2026-02-25T22:38:07+00:00,desktop,11,Broadband Internet,32.53,-86.37,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:38:14+00:00,desktop,81,Voice Calls,27.89,-82.51,4174757.0,89,ip,33363.0,38177.0,33611,Tampa,FL
spectrum,20024,2026-02-25T22:38:18+00:00,mobile,11,Broadband Internet,35.78,-78.67,,89,ip,21928.0,16.0,27607,Raleigh,NC
spectrum,20024,2026-02-25T22:38:21+00:00,mobile,641,WiFi,34.02,-118.16,5368361.0,89,ip,21928.0,16.0,90022,Los Angeles,CA
spectrum,20024,2026-02-25T22:38:44+00:00,desktop,641,WiFi,45.32,-85.26,4988575.0,89,ip,20115.0,38177.0,49720,Charlevoix,MI
spectrum,20024,2026-02-25T22:39:12+00:00,desktop,11,Broadband Internet,35.29,-80.82,4460243.0,89,ip,6167.0,14.0,28269,Charlotte,NC
spectrum,20024,2026-02-25T22:39:47+00:00,mobile,641,WiFi,40.68,-73.88,5110302.0,89,ip,7018.0,13.0,11208,Brooklyn,NY
spectrum,20024,2026-02-25T22:39:51+00:00,mobile,641,WiFi,29.43,-98.46,4726206.0,89,ip,21928.0,16.0,78202,San Antonio,TX
spectrum,20024,2026-02-25T22:40:08+00:00,mobile,8,Mobile Internet,39.74,-104.99,,89,ip,6167.0,14.0,80202,Denver,CO
spectrum,20024,2026-02-25T22:40:17+00:00,mobile,11,Broadband Internet,33.52,-86.8,4049979.0,89,ip,54113.0,118997.0,35203,Birmingham,AL
spectrum,20024,2026-02-25T22:40:17+00:00,mobile,11,Broadband Internet,43.69,-85.48,4986020.0,89,ip,20115.0,38177.0,49307,Big Rapids,MI
spectrum,20024,2026-02-25T22:41:21+00:00,mobile,8,Mobile Internet,42.34,-71.03,4930956.0,89,ip,21928.0,16.0,2127,South Boston,MA
spectrum,20024,2026-02-25T22:41:23+00:00,desktop,874,Mobile signal,30.43,-97.64,4718711.0,89,device,53293.0,56904.0,78660,Pflugerville,TX
spectrum,20024,2026-02-25T22:41:43+00:00,mobile,641,WiFi,33.93,-116.5,5342710.0,89,device,21928.0,16.0,92240,Desert Hot Springs,CA
spectrum,20024,2026-02-25T22:41:47+00:00,desktop,8,Mobile Internet,30.43,-97.64,4718711.0,89,device,53293.0,56904.0,78660,Pflugerville,TX
spectrum,20024,2026-02-25T22:43:27+00:00,mobile,641,WiFi,32.31,-86.25,4076784.0,89,ip,6167.0,14.0,36116,Montgomery,AL
spectrum,20024,2026-02-25T22:45:37+00:00,mobile,11,Broadband Internet,32.53,-86.38,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:47:25+00:00,mobile,11,Broadband Internet,40.79,-73.95,5145066.0,89,device,7018.0,13.0,10029,New York,NY
spectrum,20024,2026-02-25T22:47:33+00:00,mobile,11,Broadband Internet,28.27,-80.75,4170358.0,89,device,21928.0,16.0,32955,Rockledge,FL
spectrum,20024,2026-02-25T22:47:39+00:00,desktop,641,WiFi,39.94,-82.9,4509177.0,89,ip,10796.0,38177.0,43227,Columbus,OH
spectrum,20024,2026-02-25T22:47:40+00:00,mobile,641,WiFi,39.96,-86.29,4267336.0,89,device,33363.0,38177.0,46077,Zionsville,IN
spectrum,20024,2026-02-25T22:47:44+00:00,mobile,641,WiFi,32.53,-86.36,4828090.0,89,device,6167.0,14.0,36025,Elmore,AL
spectrum,20024,2026-02-25T22:47:54+00:00,desktop,11,Broadband Internet,26.57,-80.08,4161422.0,89,ip,40593.0,,33426,Boynton Beach,FL
spectrum,20024,2026-02-25T22:48:04+00:00,mobile,641,WiFi,32.56,-86.32,4828090.0,89,device,6167.0,14.0,36092,Wetumpka,AL
spectrum,20024,2026-02-25T22:48:07+00:00,mobile,11,Broadband Internet,30.52,-97.67,4724129.0,89,ip,21928.0,16.0,78664,Round Rock,TX
spectrum,20024,2026-02-25T22:48:09+00:00,mobile,641,WiFi,33.77,-78.9,4588718.0,89,device,13335.0,118997.0,29579,Myrtle Beach,SC
spectrum,20024,2026-02-25T22:49:14+00:00,mobile,641,WiFi,32.5,-86.39,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:49:19+00:00,desktop,641,WiFi,34.11,-118.26,5368361.0,89,ip,20001.0,38177.0,90039,Los Angeles,CA
spectrum,20024,2026-02-25T22:49:21+00:00,mobile,641,WiFi,32.53,-86.38,4076239.0,89,device,54113.0,118997.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:49:38+00:00,desktop,12,TV,20.87,-156.51,5854496.0,89,device,20001.0,38177.0,96793,Wailuku,HI
spectrum,20024,2026-02-25T22:50:43+00:00,mobile,641,WiFi,32.53,-86.37,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:50:50+00:00,mobile,8,Mobile Internet,33.48,-86.86,4049979.0,89,ip,21928.0,16.0,35211,Birmingham,AL
spectrum,20024,2026-02-25T22:51:11+00:00,mobile,11,Broadband Internet,32.56,-86.31,4097257.0,89,device,7018.0,13.0,36092,Wetumpka,AL
spectrum,20024,2026-02-25T22:51:52+00:00,desktop,641,WiFi,32.56,-86.31,4097257.0,89,device,63023.0,42259.0,36092,Wetumpka,AL
spectrum,20024,2026-02-25T22:51:52+00:00,mobile,641,WiFi,21.29,-157.8,5856195.0,89,ip,21928.0,16.0,96816,Honolulu,HI
spectrum,20024,2026-02-25T22:52:06+00:00,mobile,8,Mobile Internet,32.66,-96.89,4684888.0,89,device,54113.0,118997.0,75237,Dallas,TX
spectrum,20024,2026-02-25T22:52:23+00:00,mobile,641,WiFi,27.77,-82.7,4171563.0,89,device,7018.0,13.0,33707,Saint Petersburg,FL
spectrum,20024,2026-02-25T22:52:24+00:00,desktop,11,Broadband Internet,36.12,-115.09,5506956.0,89,ip,7018.0,13.0,89121,Las Vegas,NV
spectrum,20024,2026-02-25T22:52:43+00:00,mobile,641,WiFi,26.18,-97.7,4696233.0,89,device,11427.0,38177.0,78550,Harlingen,TX
spectrum,20024,2026-02-25T22:52:47+00:00,mobile,641,WiFi,36.83,-119.83,5350937.0,89,ip,21928.0,16.0,93711,Fresno,CA
spectrum,20024,2026-02-25T22:53:18+00:00,mobile,119,Billing,38.64,-90.2,4407066.0,89,ip,6167.0,14.0,63106,Saint Louis,MO
spectrum,20024,2026-02-25T22:53:27+00:00,mobile,11,Broadband Internet,32.52,-86.35,4828090.0,89,device,7018.0,13.0,36025,Elmore,AL
spectrum,20024,2026-02-25T22:54:05+00:00,mobile,641,WiFi,32.48,-86.36,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:54:09+00:00,mobile,641,WiFi,32.52,-86.37,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:54:32+00:00,desktop,11,Broadband Internet,38.85,-90.08,4248546.0,89,ip,20115.0,38177.0,62084,Roxana,IL
spectrum,20024,2026-02-25T22:54:33+00:00,mobile,641,WiFi,35.27,-81.6,4491180.0,89,device,6167.0,14.0,28152,Shelby,NC
spectrum,20024,2026-02-25T22:54:38+00:00,mobile,11,Broadband Internet,32.37,-86.18,4076784.0,89,ip,6167.0,14.0,36117,Montgomery,AL
spectrum,20024,2026-02-25T22:54:43+00:00,desktop,641,WiFi,41.87,-88.12,4916288.0,89,ip,13335.0,9900.0,60187,Wheaton,IL
spectrum,20024,2026-02-25T22:54:56+00:00,mobile,641,WiFi,32.47,-84.97,4188985.0,89,ip,6167.0,14.0,31906,Columbus,GA
spectrum,20024,2026-02-25T22:55:44+00:00,mobile,11,Broadband Internet,29.51,-81.24,4167538.0,89,device,33363.0,38177.0,32164,Palm Coast,FL
spectrum,20024,2026-02-25T22:55:53+00:00,mobile,11,Broadband Internet,33.07,-97.02,4706058.0,89,device,6167.0,14.0,75077,Lewisville,TX
spectrum,20024,2026-02-25T22:56:47+00:00,mobile,11,Broadband Internet,42.73,-88.96,5257754.0,89,device,6167.0,14.0,53546,Janesville,WI
spectrum,20024,2026-02-25T22:56:58+00:00,mobile,874,Mobile signal,34.19,-118.49,5405693.0,89,ip,21928.0,16.0,91406,Van Nuys,CA
spectrum,20024,2026-02-25T22:57:00+00:00,mobile,11,Broadband Internet,32.52,-86.37,4076239.0,89,device,21928.0,16.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T22:57:02+00:00,mobile,641,WiFi,34.21,-118.23,5374519.0,89,device,7018.0,13.0,91020,Montrose,CA
spectrum,20024,2026-02-25T22:57:05+00:00,mobile,8,Mobile Internet,33.44,-86.11,4092788.0,89,ip,6167.0,14.0,35160,Talladega,AL
spectrum,20024,2026-02-25T22:57:18+00:00,mobile,8,Mobile Internet,29.48,-98.57,4726206.0,89,device,21928.0,16.0,78228,San Antonio,TX
spectrum,20024,2026-02-25T22:57:26+00:00,mobile,641,WiFi,33.92,-117.61,8096217.0,89,ip,6167.0,14.0,92880,Corona,CA
spectrum,20024,2026-02-25T22:57:27+00:00,mobile,8,Mobile Internet,28.64,-81.41,4145941.0,89,device,54113.0,118997.0,32810,Orlando,FL
spectrum,20024,2026-02-25T22:57:57+00:00,mobile,641,WiFi,34.94,-77.54,4487940.0,89,device,21928.0,16.0,28574,Richlands,NC
spectrum,20024,2026-02-25T22:58:48+00:00,mobile,641,WiFi,32.56,-86.31,4097257.0,89,device,54113.0,118997.0,36092,Wetumpka,AL
spectrum,20024,2026-02-25T22:59:31+00:00,mobile,641,WiFi,32.54,-85.51,4830796.0,89,device,6167.0,14.0,36830,Auburn,AL
spectrum,20024,2026-02-25T22:59:32+00:00,desktop,12,TV,43.08,-73.78,5136334.0,89,ip,11351.0,38177.0,12866,Saratoga Springs,NY
spectrum,20024,2026-02-25T22:59:49+00:00,mobile,641,WiFi,40.77,-73.96,5128581.0,89,ip,7018.0,13.0,10021,New York,NY
spectrum,20024,2026-02-25T23:00:22+00:00,desktop,11,Broadband Internet,34.03,-117.94,5364066.0,89,ip,20001.0,38177.0,91744,La Puente,CA
spectrum,20024,2026-02-25T23:00:48+00:00,mobile,11,Broadband Internet,30.23,-97.83,4671654.0,89,device,13335.0,118997.0,78749,Austin,TX
spectrum,20024,2026-02-25T23:01:14+00:00,mobile,11,Broadband Internet,34.01,-118.41,5341114.0,89,device,7018.0,13.0,90232,Culver City,CA
spectrum,20024,2026-02-25T23:02:25+00:00,mobile,641,WiFi,32.47,-84.97,4188985.0,89,ip,6167.0,14.0,31906,Columbus,GA
spectrum,20024,2026-02-25T23:03:05+00:00,mobile,641,WiFi,40.71,-74.01,5128581.0,89,ip,54113.0,118997.0,10007,New York,NY
spectrum,20024,2026-02-25T23:03:16+00:00,mobile,11,Broadband Internet,41.87,-87.63,4887398.0,89,ip,62240.0,121502.0,60605,Chicago,IL
spectrum,20024,2026-02-25T23:03:20+00:00,mobile,641,WiFi,39.29,-76.62,4347778.0,89,ip,54113.0,118997.0,21201,Baltimore,MD
spectrum,20024,2026-02-25T23:03:22+00:00,tablet,11,Broadband Internet,42.43,-83.04,4990729.0,89,ip,21928.0,16.0,48234,Detroit,MI
spectrum,20024,2026-02-25T23:03:43+00:00,mobile,12,TV,42.11,-75.93,5109177.0,89,ip,54113.0,118997.0,13905,Binghamton,NY
spectrum,20024,2026-02-25T23:04:21+00:00,desktop,11,Broadband Internet,35.78,-78.67,,89,ip,21928.0,16.0,27607,Raleigh,NC
spectrum,20024,2026-02-25T23:05:04+00:00,mobile,641,WiFi,39.03,-94.55,4393217.0,89,ip,21928.0,16.0,64130,Kansas City,MO
spectrum,20024,2026-02-25T23:05:44+00:00,mobile,641,WiFi,34.05,-118.27,5368361.0,89,ip,7018.0,13.0,90017,Los Angeles,CA
spectrum,20024,2026-02-25T23:05:50+00:00,mobile,641,WiFi,45.71,-111.08,5641727.0,89,device,7018.0,13.0,59718,Bozeman,MT
spectrum,20024,2026-02-25T23:06:01+00:00,mobile,641,WiFi,29.48,-81.23,4167538.0,89,device,6167.0,14.0,32164,Palm Coast,FL
spectrum,20024,2026-02-25T23:06:24+00:00,mobile,641,WiFi,32.31,-86.25,4076784.0,89,ip,6167.0,14.0,36116,Montgomery,AL
spectrum,20024,2026-02-25T23:06:39+00:00,mobile,12,TV,34.95,-81.91,4597200.0,89,device,6167.0,14.0,29302,Spartanburg,SC
spectrum,20024,2026-02-25T23:07:37+00:00,mobile,641,WiFi,33.65,-86.7,4049979.0,89,ip,21928.0,16.0,35215,Birmingham,AL
spectrum,20024,2026-02-25T23:07:49+00:00,mobile,641,WiFi,39.94,-82.78,4522411.0,89,device,13335.0,118997.0,43068,Reynoldsburg,OH
spectrum,20024,2026-02-25T23:08:33+00:00,desktop,641,WiFi,32.53,-86.38,4076239.0,89,device,7018.0,13.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T23:09:19+00:00,desktop,11,Broadband Internet,31.79,-106.43,5520993.0,89,device,7018.0,13.0,79903,El Paso,TX
spectrum,20024,2026-02-25T23:09:31+00:00,mobile,641,WiFi,32.5,-86.37,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T23:10:11+00:00,mobile,11,Broadband Internet,32.49,-86.37,4076239.0,89,device,6167.0,14.0,36054,Millbrook,AL
spectrum,20024,2026-02-25T23:10:58+00:00,mobile,8,Mobile Internet,32.3,-90.18,,89,ip,7018.0,13.0,39201,Jackson,MS
